longitude,latitude,time
-89.98401,29.70694,Wed Jan  5 19:58:16 2022
-89.984,29.7069,Wed Jan  5 20:07:25 2022
-89.984,29.70693,Wed Jan  5 20:16:19 2022
-89.98399,29.7069,Wed Jan  5 20:28:18 2022
-89.98402,29.7069,Wed Jan  5 20:04:18 2022
-89.98403,29.70693,Wed Jan  5 20:40:16 2022
-89.98402,29.70694,Wed Jan  5 20:13:25 2022
-89.98399,29.70692,Wed Jan  5 20:43:16 2022
-89.98399,29.70687,Wed Jan  5 20:25:16 2022
-89.98399,29.70693,Wed Jan  5 20:55:19 2022
-89.98402,29.70693,Wed Jan  5 20:34:20 2022
-89.98403,29.70695,Wed Jan  5 21:07:19 2022
-89.98403,29.7069,Wed Jan  5 20:49:16 2022
-89.98405,29.70697,Wed Jan  5 21:13:17 2022
-89.98401,29.70691,Wed Jan  5 20:46:20 2022
-89.98403,29.70693,Wed Jan  5 21:16:18 2022
-89.98404,29.70696,Wed Jan  5 21:04:21 2022
-89.98399,29.70692,Wed Jan  5 20:58:22 2022
-89.98401,29.70694,Wed Jan  5 21:28:23 2022
-89.98402,29.70694,Wed Jan  5 21:34:18 2022
-89.98401,29.70696,Wed Jan  5 21:31:17 2022
-89.98403,29.7069,Wed Jan  5 21:37:19 2022
-89.98403,29.70694,Wed Jan  5 21:10:20 2022
-89.98401,29.70692,Wed Jan  5 21:22:22 2022
-89.98407,29.7069,Wed Jan  5 21:43:18 2022
-89.98399,29.70693,Wed Jan  5 21:58:20 2022
-89.984,29.70696,Wed Jan  5 22:04:18 2022
-89.98403,29.70693,Wed Jan  5 21:49:17 2022
-89.98399,29.70694,Wed Jan  5 22:01:17 2022
-89.98402,29.70694,Wed Jan  5 22:22:20 2022
-89.98401,29.70691,Wed Jan  5 21:52:17 2022
-89.98401,29.70693,Wed Jan  5 22:25:17 2022
-89.98405,29.70691,Wed Jan  5 22:28:18 2022
-89.98398,29.70693,Wed Jan  5 21:55:19 2022
-89.98401,29.70691,Wed Jan  5 22:10:20 2022
-89.98402,29.70692,Wed Jan  5 22:07:19 2022
-89.984,29.70693,Wed Jan  5 22:13:22 2022
-89.98401,29.70695,Wed Jan  5 22:19:22 2022
-89.98414,29.7069,Wed Jan  5 22:49:21 2022
-89.98413,29.70691,Wed Jan  5 22:40:21 2022
-89.98399,29.7069,Wed Jan  5 22:16:19 2022
-89.98422,29.7069,Wed Jan  5 08:34:13 2022
-89.98407,29.7069,Wed Jan  5 22:31:18 2022
-89.98413,29.70694,Wed Jan  5 22:55:17 2022
-89.98411,29.70691,Wed Jan  5 23:10:22 2022
-89.98411,29.70692,Wed Jan  5 22:34:22 2022
-89.98416,29.70689,Wed Jan  5 22:46:21 2022
-89.98412,29.7069,Wed Jan  5 23:13:17 2022
-89.9843,29.70684,Wed Jan  5 08:43:18 2022
-89.98413,29.7069,Wed Jan  5 22:58:19 2022
-89.98412,29.70689,Wed Jan  5 23:16:21 2022
-89.98415,29.70691,Wed Jan  5 22:43:17 2022
-89.98413,29.70688,Wed Jan  5 23:22:23 2022
-89.98411,29.70689,Wed Jan  5 23:25:19 2022
-89.98415,29.70692,Wed Jan  5 22:52:17 2022
-89.98408,29.7069,Wed Jan  5 23:28:21 2022
-89.9842,29.70686,Wed Jan  5 23:34:18 2022
-89.98415,29.70689,Wed Jan  5 23:19:17 2022
-89.98419,29.70701,Wed Jan  5 23:49:17 2022
-89.98411,29.70709,Wed Jan  5 23:55:22 2022
-89.98419,29.70685,Wed Jan  5 23:37:19 2022
-89.98421,29.70688,Wed Jan  5 23:40:22 2022
-89.98408,29.70698,Wed Jan  5 23:58:17 2022
-89.98418,29.70691,Wed Jan  5 23:43:21 2022
-89.98416,29.7069,Wed Jan  5 23:46:24 2022
-89.98397,29.70688,Wed Jan  5 10:16:17 2022
-89.98401,29.7069,Wed Jan  5 10:37:14 2022
-89.98403,29.70691,Wed Jan  5 10:49:17 2022
-89.98409,29.70691,Wed Jan  5 11:07:20 2022
-89.98403,29.70685,Wed Jan  5 11:52:14 2022
-89.98404,29.70689,Wed Jan  5 12:43:18 2022
-89.98406,29.70687,Wed Jan  5 13:19:17 2022
-89.98404,29.70686,Wed Jan  5 13:25:19 2022
-89.98399,29.70688,Wed Jan  5 13:37:18 2022
-89.98396,29.70695,Wed Jan  5 14:07:15 2022
-89.98399,29.70693,Wed Jan  5 14:49:18 2022
-89.98399,29.70694,Wed Jan  5 15:43:15 2022
-89.98409,29.7069,Wed Jan  5 17:16:18 2022
-89.98408,29.70689,Wed Jan  5 17:19:20 2022
-89.98423,29.70694,Wed Jan  5 17:58:15 2022
-89.98394,29.70693,Wed Jan  5 18:46:22 2022
-89.98401,29.70691,Wed Jan  5 20:01:24 2022
-89.98399,29.70692,Wed Jan  5 20:19:17 2022
-89.98402,29.70695,Wed Jan  5 20:22:17 2022
-89.98406,29.70692,Wed Jan  5 20:31:21 2022
-89.98399,29.70697,Wed Jan  5 20:52:16 2022
-89.98401,29.70692,Wed Jan  5 21:19:21 2022
-89.98402,29.70692,Wed Jan  5 21:25:17 2022
-89.98408,29.70688,Wed Jan  5 21:40:21 2022
-89.98405,29.70695,Wed Jan  5 21:46:17 2022
-89.98413,29.70693,Wed Jan  5 22:37:17 2022
-89.98413,29.70688,Wed Jan  5 23:04:17 2022
-89.98409,29.70691,Wed Jan  5 23:07:17 2022
-89.98414,29.70713,Wed Jan  5 23:52:23 2022
